Recency,Frequency,Monetary,Cluster,Churn
4,93,1545.6200000000001,0,0
29,320,1721.78,0,0
282,12,110.38000000000001,3,1
57,16,243.84,1,0
1,285,1222.71,0,0
365,66,414.88,3,1
89,18,305.62,1,0
11,164,1201.49,0,0
163,76,1619.73,1,1
65,24,332.3,1,0
23,60,536.99,0,0
174,98,460.59,1,1
103,103,801.49,1,1
143,67,1121.59,1,1
99,23,288.42,1,1
23,149,914.69,0,0
192,15,309.54,3,1
5,28,547.07,0,0
361,15,479.35,3,1
8,449,1692.98,0,0
14,324,6509.1,0,0
103,28,417.06,1,1
3,86,1604.75,0,0
11,189,3349.57,0,0
96,26,497.61,1,1
227,38,358.38,3,1
16,26,460.64,0,0
39,28,775.1800000000001,0,0
51,22,341.7,1,0
93,8,128.5,1,1
157,11,197.22,1,1
39,23,325.91,0,0
184,12,199.15,1,1
1,47,1106.53,0,0
228,24,413.46,3,1
128,10,180.85,1,1
40,11,251.87,1,0
31,165,3170.98,0,0
197,25,588.85,3,1
9,266,16594.35,0,0
37,116,1869.82,0,0
101,63,1264.19,1,1
43,378,10196.57,0,0
50,11,214.32,1,0
43,12,193.44,1,0
53,14,281.42,1,0
187,8,124.57,3,1
334,19,332.41,3,1
4,20,342.45,0,0
10,9,144.91000000000003,0,0
24,19,328.4,0,0
15,2,35.400000000000006,0,0
369,10,375.69000000000005,3,1
145,52,747.81,1,1
60,6,173.76,1,0
31,26,502.8,0,0
141,11,207.73999999999998,1,1
23,128,825.42,0,0
22,137,2812.34,0,0
77,7,680.02,1,0
5,279,7123.62,0,0
67,112,2095.53,1,0
12,159,853.72,0,0
84,3,13.3,1,0
31,178,1519.08,0,0
67,1,432.0,1,0
67,39,705.12,1,0
187,38,276.73,3,1
38,26,429.84000000000003,0,0
15,101,471.51,0,0
35,37,194.88,0,0
195,135,1578.67,3,1
2,203,809.7,0,0
1,99,525.54,0,0
367,45,145.93,3,1
65,69,219.14,1,0
299,37,289.78,3,1
26,162,508.81,0,0
8,125,1281.56,0,0
17,79,887.11,0,0
116,44,1706.88,1,1
29,60,373.24,0,0
4,710,3754.27,0,0
5,208,3102.43,0,0
82,93,579.77,1,0
29,151,981.65,0,0
72,18,379.14,1,0
4,547,1510.06,0,0
29,101,2575.38,0,0
290,8,113.44,3,1
36,38,208.46,0,0
9,57,621.6800000000001,0,0
24,143,576.26,0,0
277,9,391.52,3,1
50,128,1068.82,0,0
156,327,2596.45,1,1
61,60,169.79,1,0
12,672,7247.61,0,0
21,83,846.75,0,0
371,14,230.25,3,1
116,6,543.05,1,1
80,209,2847.6,0,0
4,77,1295.39,0,0
26,54,380.55,0,0
5,898,4604.22,0,0
53,53,161.94,1,0
1,44,563.23,0,0
55,62,950.9300000000001,1,0
26,57,262.68,0,0
9,241,2736.38,0,0
52,305,3049.88,0,0
13,281,1920.59,0,0
212,33,816.73,3,1
22,249,4345.5,0,0
236,21,406.48,3,1
139,19,435.02,1,1
4,60,1286.27,0,0
57,42,1178.56,1,0
135,86,1277.75,1,1
109,16,167.61,1,1
30,1,20.8,0,0
1,54,2085.08,0,0
185,25,518.67,1,1
18,16,308.74,0,0
239,16,416.64,3,1
87,7,117.35000000000001,1,0
39,101,507.05,0,0
116,14,234.17,1,1
187,7,110.55000000000001,3,1
227,26,201.19,3,1
8,28,2154.97,0,0
189,21,319.02,3,1
4,31,439.43,0,0
39,42,650.41,0,0
38,41,357.21,0,0
267,2,251.51999999999998,3,1
78,39,344.33,1,0
4,89,1852.0,0,0
255,87,1078.96,3,1
61,22,384.06,1,0
13,148,1931.25,0,0
88,407,4481.35,0,0
17,120,5464.12,0,0
30,3,1873.2,0,0
3,129,1625.05,0,0
5,7,126.12,0,0
7,12,1133.25,0,0
219,1,179.0,3,1
11,93,1614.31,0,0
30,37,1456.96,0,0
288,12,702.0,3,1
150,4,295.0,1,1
23,23,484.82,0,0
1,169,3989.57,0,0
86,49,1493.73,1,0
46,44,1412.94,0,0
5,44,781.78,0,0
51,52,889.9300000000001,1,0
18,11,195.36,0,0
30,15,270.9,0,0
8,74,586.33,0,0
29,217,1842.56,0,0
3,252,8694.26,0,0
41,16,920.1,1,0
11,234,1272.61,0,0
31,7,71.0,0,0
45,3,95.85,1,0
61,9,357.77,1,0
185,4,154.82999999999998,3,1
79,153,890.29,1,0
111,2,716.0,1,1
64,11,146.87,1,0
12,22,380.35,0,0
86,28,1030.14,1,0
16,30,745.52,0,0
246,28,433.53000000000003,3,1
88,75,1267.32,1,0
30,22,112.4,0,0
138,15,449.73,1,1
27,70,1081.57,0,0
3,98,1044.3799999999999,0,0
32,102,1735.18,0,0
25,6,948.48,0,0
113,22,339.44,1,1
157,22,642.02,1,1
85,65,1100.9,1,0
118,43,925.35,1,1
3,318,5659.9800000000005,0,0
96,316,3228.84,0,1
194,43,247.14000000000001,3,1
28,92,413.75,0,0
131,13,498.48,1,1
28,83,1356.33,0,0
82,62,1179.89,1,0
30,516,3095.04,0,0
266,5,234.24,3,1
74,99,5232.2300000000005,1,0
314,70,538.37,3,1
21,78,1461.14,0,0
59,62,859.35,1,0
12,296,4552.14,0,0
28,143,2709.7000000000003,0,0
114,64,312.14,1,1
28,140,2429.03,0,0
18,174,1446.09,0,0
18,77,834.12,0,0
36,25,841.0799999999999,0,0
36,28,378.2,0,0
78,2,118.80000000000001,1,0
22,8,287.62,0,0
25,64,290.16,0,0
33,81,2003.85,0,0
109,52,1405.78,1,1
35,162,2949.75,0,0
123,187,1566.65,1,1
7,96,2050.08,0,0
28,115,1991.01,0,0
4,63,2043.95,0,0
3,195,3827.76,0,0
50,125,1777.78,0,0
322,14,302.0,3,1
23,74,1324.16,0,0
15,48,1022.13,0,0
2,211,954.42,0,0
18,65,971.74,0,0
10,42,1621.73,0,0
262,1,25.5,3,1
159,90,665.78,1,1
33,418,10815.43,0,0
29,117,885.04,0,0
165,12,163.29999999999998,1,1
47,30,248.61,1,0
6,127,808.62,0,0
8,39,837.5,0,0
288,9,116.19999999999999,3,1
318,10,157.02,3,1
3,35,606.91,0,0
233,18,307.46,3,1
119,7,138.32,1,1
162,9,345.29999999999995,1,1
185,32,298.89,1,1
50,40,259.35,1,0
152,260,1004.75,1,1
335,14,157.09,3,1
5,134,2463.17,0,0
16,27,4892.240000000001,0,0
107,24,425.0,1,1
16,52,1139.73,0,0
276,24,380.5,3,1
16,478,10668.47,0,0
247,20,465.32,3,1
239,15,579.0,3,1
1,48,984.57,0,0
106,35,749.78,1,1
23,81,1714.59,0,0
52,9,124.88,1,0
195,14,1689.5,3,1
24,14,213.78,0,0
75,23,329.34,1,0
18,20,251.70000000000002,0,0
8,13,319.0,0,0
32,67,1266.97,0,0
22,101,1538.88,0,0
31,229,3518.03,0,0
29,104,1715.46,0,0
22,5,293.1,0,0
33,144,2467.35,0,0
284,10,158.68,3,1
39,12,206.34,1,0
58,54,835.78,1,0
289,16,224.91,3,1
79,15,317.76,1,0
5,86,3766.6,0,0
218,4,59.9,3,1
44,63,1443.69,0,0
202,15,306.13,3,1
178,80,711.79,1,1
56,128,796.03,0,0
57,23,239.92000000000002,1,0
8,73,3347.31,0,0
47,2,144.0,1,0
227,10,203.95,3,1
11,84,2474.23,0,0
106,61,384.40000000000003,1,1
59,19,444.74,1,0
28,237,2095.13,0,0
36,32,1699.3000000000002,0,0
274,29,262.62,3,1
30,29,1013.01,0,0
24,96,692.22,0,0
54,40,342.63,1,0
36,152,3563.85,0,0
175,57,1564.56,1,1
54,13,384.08,1,0
53,7,204.24,1,0
27,211,2317.2200000000003,0,0
253,4,226.85,3,1
40,157,2781.23,0,0
60,103,1069.1200000000001,0,0
234,9,113.5,3,1
4,274,1960.72,0,0
32,25,114.23,0,0
24,472,3198.25,0,0
7,63,335.13,0,0
65,28,354.15,1,0
310,49,426.79,3,1
309,21,393.49,3,1
19,47,939.32,0,0
16,208,1906.09,0,0
96,47,318.76,1,1
264,69,3638.41,3,1
12,541,3174.32,0,0
3,36,421.52,0,0
35,25,190.88,0,0
183,14,149.89000000000001,1,1
25,29,550.06,0,0
13,105,916.13,0,0
11,19,314.69,0,0
3,566,3744.65,0,0
313,15,382.5,3,1
108,40,1135.04,1,1
1,400,8676.85,0,0
53,31,954.9,1,0
205,9,171.45,3,1
15,55,282.19,0,0
120,69,318.65,1,1
4,57,384.52,0,0
363,39,283.28000000000003,3,1
117,87,353.86,1,1
18,18,178.26,0,0
5,112,272.44,0,0
41,78,298.41,0,0
107,16,240.0,1,1
148,124,603.37,1,1
52,12,1253.3600000000001,1,0
208,23,63.440000000000005,3,1
139,127,562.9,1,1
2,80,310.64,0,0
127,38,317.62,1,1
108,6,763.64,1,1
42,114,2148.63,0,0
35,27,111.97999999999999,0,0
228,69,1065.3500000000001,3,1
241,15,246.04,3,1
58,9,187.82999999999998,1,0
130,94,1703.41,1,1
60,292,1652.58,0,0
22,45,153.92,0,0
26,124,1064.11,0,0
9,142,1419.73,0,0
32,111,944.41,0,0
4,102,525.24,0,0
308,1,550.8000000000001,3,1
8,135,1875.1100000000001,0,0
29,69,556.95,0,0
17,51,131.78,0,0
101,30,498.42,1,1
12,57,669.11,0,0
21,66,197.63,0,0
15,79,1135.63,0,0
361,53,250.04,3,1
11,66,8631.31,0,0
95,12,82.75,1,1
78,55,1384.85,1,0
139,14,644.3,1,1
31,24,2328.84,0,0
25,131,2527.92,0,0
2,473,6292.26,0,0
46,9,2600.34,1,0
100,73,1200.6200000000001,1,1
8,107,700.86,0,0
15,200,921.07,0,0
18,50,990.23,0,0
280,6,96.8,3,1
14,33,523.11,0,0
23,6,363.9,0,0
124,1,175.2,1,1
86,28,494.25,1,0
302,11,307.02,3,1
151,543,2027.8700000000001,0,1
17,753,6643.93,0,0
94,9,243.36,1,1
30,407,12353.29,0,0
157,183,781.36,1,1
355,17,193.64,3,1
46,32,160.57,1,0
15,87,537.74,0,0
4,500,2676.56,0,0
86,1,228.96,1,0
15,215,1159.52,0,0
179,9,110.75,1,1
8,71,1286.07,0,0
36,27,587.15,0,0
129,8,1740.0,1,1
51,16,1393.06,1,0
312,19,178.22,3,1
24,45,388.14,0,0
303,59,365.85,3,1
11,15,127.86,0,0
17,132,585.79,0,0
49,29,488.2,1,0
239,35,312.23,3,1
1,411,4481.18,0,0
13,468,4801.56,0,0
238,34,168.4,3,1
23,111,1912.67,0,0
73,33,446.18,1,0
17,87,423.89,0,0
41,253,1342.68,0,0
40,57,646.92,0,0
219,28,495.77,3,1
199,69,400.1,3,1
71,24,203.2,1,0
24,418,4100.92,0,0
11,83,404.66,0,0
9,109,20275.61,0,0
65,2,65.4,1,0
4,51,199.29,0,0
19,15,336.4,0,0
15,47,261.11,0,0
8,28,2686.42,0,0
20,78,784.11,0,0
78,15,1259.56,1,0
1,213,31833.68,0,0
164,3,508.8,1,1
307,62,457.91,3,1
219,4,203.86999999999998,3,1
39,27,7330.8,0,0
22,92,696.41,0,0
115,38,653.38,1,1
126,213,2129.96,1,1
5,59,2633.85,0,0
36,33,281.62,0,0
4,198,31906.82,0,0
1,82,1031.41,0,0
333,113,2200.42,3,1
163,2,32.65,1,1
185,13,771.85,1,1
16,64,1214.72,0,0
12,41,778.94,0,0
3,66,1258.06,0,0
44,6,778.0,1,0
80,14,507.84,1,0
30,269,6893.42,0,0
42,30,463.46000000000004,0,0
11,206,4226.57,0,0
50,30,598.83,1,0
16,117,1979.37,0,0
46,26,698.41,1,0
19,43,759.17,0,0
8,271,5037.26,0,0
72,2,100.8,1,0
1,328,17256.85,0,0
128,39,524.9200000000001,1,1
33,14,265.76,0,0
313,43,403.3,3,1
18,48,365.76,0,0
88,54,303.15999999999997,1,0
2,134,2373.82,0,0
2,9,216.29999999999998,0,0
254,17,388.45000000000005,3,1
157,5,186.42000000000002,1,1
37,135,2248.56,0,0
220,1,534.24,3,1
148,135,2940.04,1,1
177,9,120.9,1,1
40,36,541.53,0,0
2,277,2520.86,0,0
8,337,194550.79,2,0
1,100,1721.4,0,0
18,19,486.71999999999997,0,0
192,61,517.53,3,1
204,8,131.7,3,1
365,17,249.86,3,1
127,19,1737.7,1,1
15,54,316.5,0,0
43,111,657.3,0,0
94,29,622.4300000000001,1,1
23,111,757.46,0,0
60,27,675.69,1,0
16,215,1896.41,0,0
158,9,289.96000000000004,1,1
10,41,763.28,0,0
10,5,137.0,0,0
16,88,1870.97,0,0
45,78,1125.07,0,0
191,181,710.29,3,1
79,14,194.37,1,0
78,29,511.82,1,0
4,82,1255.59,0,0
65,21,414.04,1,0
261,24,396.87,3,1
59,29,376.64,1,0
1,76,2092.32,0,0
1,109,3558.87,0,0
248,12,374.57,3,1
8,27,497.56,0,0
359,10,271.05,3,1
76,17,272.22,1,0
290,40,622.88,3,1
17,5,1138.0,0,0
221,18,288.6,3,1
9,28,689.1,0,0
3,38,558.96,0,0
206,127,2997.0299999999997,3,1
162,52,1145.84,1,1
76,14,302.2,1,0
262,88,605.58,3,1
281,22,387.31,3,1
58,366,6115.14,0,0
25,20,308.48,0,0
3,963,91062.38,2,0
29,105,2924.9900000000002,0,0
72,6,513.2,1,0
128,40,208.65,1,1
31,87,639.02,0,0
15,137,768.08,0,0
309,11,153.94,3,1
17,82,1844.02,0,0
54,30,546.81,1,0
30,45,723.2099999999999,0,0
2,73,1070.71,0,0
11,33,652.74,0,0
361,6,145.0,3,1
360,9,422.70000000000005,3,1
5,19,1195.8999999999999,0,0
54,47,939.37,1,0
1,253,3628.5,0,0
1,394,2385.0,0,0
190,14,296.7,3,1
54,9,223.36,1,0
280,13,164.4,3,1
177,3,76.5,1,1
30,75,897.62,0,0
26,9,98.42,0,0
25,25,578.9,0,0
270,25,170.75,3,1
43,145,645.96,0,0
234,5,103.3,3,1
24,6,148.86,0,0
197,42,267.16,3,1
359,43,306.84,3,1
60,49,930.41,1,0
130,2,1487.6,1,1
1,88,1952.45,0,0
20,106,483.26,0,0
206,6,157.9,3,1
14,34,541.46,0,0
95,27,854.95,1,1
19,46,167.62,0,0
14,63,1122.38,0,0
24,49,454.01,0,0
8,152,901.21,0,0
7,165,4331.48,0,0
332,29,344.14,3,1
50,299,1498.51,0,0
71,12,226.75000000000003,1,0
29,25,380.6,0,0
243,8,185.65,3,1
8,411,3622.68,0,0
218,5,143.45999999999998,3,1
5,50,448.90000000000003,0,0
253,45,215.72,3,1
1,440,11045.04,0,0
236,29,175.27,3,1
7,35,1242.3,0,0
109,214,1133.07,1,1
100,23,1240.2,1,1
60,253,2404.17,0,0
2,201,1479.22,0,0
73,166,2225.9700000000003,0,0
4,213,3927.34,0,0
85,50,993.18,1,0
12,83,388.79,0,0
23,270,2827.93,0,0
214,55,2044.3700000000001,3,1
18,13,161.67000000000002,0,0
239,9,116.00999999999999,3,1
2,560,5102.97,0,0
78,11,394.72,1,0
217,63,309.36,3,1
33,59,193.42,0,0
41,237,1112.22,0,0
7,576,3984.22,0,0
53,135,2048.45,0,0
23,312,4559.150000000001,0,0
57,100,390.07,0,0
130,14,329.6,1,1
174,3,571.1999999999999,1,1
6,78,971.58,0,0
312,77,218.52,3,1
60,4,81.44,1,0
21,26,1379.9,0,0
33,33,527.0500000000001,0,0
15,50,843.48,0,0
18,315,2047.0,0,0
81,5,75.75,1,0
6,123,1814.12,0,0
170,26,503.59999999999997,1,1
2,39,528.33,0,0
31,70,1324.84,0,0
36,297,2361.9700000000003,0,0
19,20,285.56,0,0
31,35,547.0600000000001,0,0
276,7,108.5,3,1
87,5,621.66,1,0
120,40,712.29,1,1
373,8,101.55,3,1
1,157,2895.64,0,0
219,51,1008.39,3,1
65,7,133.06,1,0
61,91,1797.5,1,0
138,52,868.49,1,1
21,8,166.08,0,0
12,232,3945.0,0,0
25,259,4867.72,0,0
37,44,1207.56,0,0
277,22,117.55,3,1
11,91,2638.94,0,0
73,82,1674.69,1,0
26,19,595.42,0,0
17,158,2999.46,0,0
141,45,196.0,1,1
26,86,1802.91,0,0
19,43,604.64,0,0
4,18,728.16,0,0
66,117,2055.51,0,0
1,15,347.75,0,0
43,68,3406.7200000000003,0,0
228,11,205.7,3,1
16,53,1572.71,0,0
50,110,3178.17,0,0
2,227,1629.12,0,0
74,27,551.04,1,0
1,705,20374.28,0,0
4,78,1387.68,0,0
2,304,16363.23,0,0
264,16,298.11,3,1
53,30,1992.1100000000001,1,0
24,11,184.4,0,0
10,118,2474.33,0,0
44,15,239.41,1,0
17,130,3191.53,0,0
7,286,5739.46,0,0
30,256,4757.95,0,0
358,19,290.40000000000003,3,1
127,46,740.9399999999999,1,1
137,16,200.47,1,1
142,15,283.12,1,1
132,35,765.34,1,1
38,115,2285.71,0,0
236,19,338.95,3,1
261,8,154.95,3,1
17,142,2534.64,0,0
253,24,417.95,3,1
30,74,1824.37,0,0
35,55,798.74,0,0
169,31,885.19,1,1
3,103,1823.52,0,0
4,382,10504.49,0,0
185,5,152.4,3,1
188,35,267.08,3,1
170,7,137.45,1,1
11,23,385.1,0,0
45,29,522.91,1,0
321,10,153.0,3,1
201,1,326.4,3,1
23,245,5655.99,0,0
232,6,139.35,3,1
38,274,5396.04,0,0
26,50,1195.94,0,0
96,115,2424.04,1,1
127,10,3276.4000000000005,1,1
71,40,1033.0,1,0
16,192,3439.08,0,0
15,66,1060.25,0,0
4,165,2876.01,0,0
3,218,5298.4800000000005,0,0
79,67,1240.11,1,0
373,18,303.97,3,1
39,35,692.19,0,0
54,43,700.63,1,0
2,690,13110.02,0,0
9,25,377.44,0,0
9,10,168.24,0,0
19,97,1879.05,0,0
12,47,2791.35,0,0
113,15,355.11,1,1
4,136,2322.4,0,0
240,6,110.25,3,1
113,1,71.4,1,1
178,35,674.52,1,1
5,193,1797.57,0,0
359,1,80.64,3,1
1,92,1772.26,0,0
1,741,5605.29,0,0
19,412,3456.7000000000003,0,0
17,95,834.99,0,0
22,25,287.59,0,0
33,19,712.78,0,0
263,1,15.0,3,1
51,75,818.8199999999999,0,0
159,57,371.88,1,1
15,21,271.2,0,0
8,105,2273.1800000000003,0,0
13,310,3997.98,0,0
199,38,1143.27,3,1
57,54,245.81,1,0
11,53,182.77,0,0
97,156,1225.41,1,1
255,3,56.4,3,1
25,194,665.86,0,0
21,82,658.57,0,0
159,12,188.02,1,1
72,67,283.47,1,0
53,13,131.94,1,0
85,72,278.74,1,0
153,134,1865.19,1,1
74,5,1117.9,1,0
281,14,225.9,3,1
27,190,1965.55,0,0
30,10,106.1,0,0
25,58,323.04,0,0
180,46,350.39,1,1
40,82,697.9,0,0
22,111,780.43,0,0
22,408,3055.93,0,0
37,104,1199.01,0,0
82,140,1285.04,1,0
74,10,512.31,1,0
11,43,546.04,0,0
16,61,5411.91,0,0
4,851,7837.7300000000005,0,0
13,141,732.16,0,0
14,371,1770.8799999999999,0,0
37,17,36.56,0,0
4,33,387.68,0,0
72,48,3704.87,1,0
51,13,298.4,1,0
5,220,1995.46,0,0
23,67,1820.09,0,0
299,30,889.24,3,1
2,23,398.7,0,0
33,2,35.400000000000006,0,0
50,61,155.37,1,0
3,61,350.64,0,0
47,24,110.21000000000001,1,0
42,169,1593.38,0,0
27,121,2779.3,0,0
42,56,338.8,0,0
2,7847,40991.57,2,0
303,37,205.48,3,1
107,5,51.559999999999995,1,1
85,1,2033.1,1,0
81,51,901.1999999999999,1,0
218,26,605.8000000000001,3,1
372,297,5391.21,3,1
12,24,114.34,0,0
185,15,311.26,1,1
373,17,208.97,3,1
2,15,1418.03,0,0
4,54,26879.04,0,0
6,199,5155.66,0,0
305,25,148.21,3,1
369,58,252.8,3,1
3,222,2100.8,0,0
324,11,330.9,3,1
59,148,3160.0,0,0
13,102,597.5,0,0
31,370,10526.32,0,0
143,9,329.65,1,1
30,79,1197.1000000000001,0,0
107,40,428.18,1,1
2,279,1894.35,0,0
205,10,155.9,3,1
80,44,1859.16,1,0
185,46,683.46,1,1
170,12,237.61,1,1
44,26,379.45,1,0
174,6,178.51999999999998,1,1
365,26,458.92,3,1
304,8,133.35000000000002,3,1
3,145,671.77,0,0
4,117,717.45,0,0
12,64,190.19,0,0
32,109,899.61,0,0
129,10,111.35,1,1
21,67,726.05,0,0
212,21,203.87,3,1
323,94,602.09,3,1
162,34,203.85999999999999,1,1
56,28,244.1,1,0
225,16,112.25,3,1
72,193,1119.81,0,0
44,16,98.0,1,0
23,2,256.32,0,0
173,114,566.6,1,1
85,28,152.06,1,0
159,32,155.8,1,1
190,6,112.19999999999999,3,1
29,19,110.38,0,0
21,38,191.67,0,0
71,34,800.24,1,0
247,12,72.9,3,1
374,58,243.28,3,1
9,39,366.23,0,0
310,38,311.01,3,1
59,59,411.6,1,0
4,80,336.43,0,0
45,94,341.28,0,0
88,23,1304.04,1,0
4,696,4204.1,0,0
64,145,826.52,0,0
282,1,207.50000000000003,3,1
12,31,2962.5,0,0
373,1,244.08,3,1
133,21,397.29,1,1
45,23,212.54,1,0
11,5,843.0,0,0
36,39,1740.48,0,0
134,65,408.36,1,1
29,90,1331.57,0,0
52,21,704.25,1,0
138,29,145.79,1,1
5,77,389.84,0,0
9,43,4301.22,0,0
160,12,99.14,1,1
49,19,4106.4400000000005,0,0
131,2,304.56,1,1
8,2,77.50000000000001,0,0
233,20,149.57999999999998,3,1
37,9,176.68,1,0
147,1,358.56000000000006,1,1
1,70,58510.48,0,0
72,71,482.2,1,0
40,20,1008.5400000000001,0,0
5,485,2332.72,0,0
199,19,557.3,3,1
249,1,12.75,3,1
66,31,111.68,1,0
117,7,508.4599999999999,1,1
171,26,73.78,1,1
21,249,1296.44,0,0
142,35,102.83,1,1
32,104,471.7,0,0
38,329,2622.57,0,0
38,68,1098.43,0,0
372,48,123.07,3,1
374,85,277.35,3,1
166,14,228.2,1,1
211,31,582.59,3,1
242,31,136.04,3,1
52,15,337.04,1,0
25,179,740.79,0,0
15,296,4488.81,0,0
372,65,353.19,3,1
29,21,288.14,0,0
365,12,300.91999999999996,3,1
36,146,757.71,0,0
166,30,811.45,1,1
145,48,152.68,1,1
22,23,634.95,0,0
56,1,20.8,1,0
185,13,198.57,1,1
12,38,201.12,0,0
237,29,630.84,3,1
225,5,93.35,3,1
122,81,678.49,1,1
282,2,76.1,3,1
74,166,1970.6699999999998,0,0
37,93,382.06,0,0
12,58,417.23,0,0
362,40,169.47,3,1
4,60,249.72,0,0
23,22,444.68,0,0
70,30,2116.19,1,0
235,32,257.34,3,1
257,14,174.8,3,1
373,28,102.78999999999999,3,1
155,31,187.29,1,1
28,32,166.42,0,0
4,46,120.03,0,0
32,123,1483.56,0,0
81,3,523.0,1,0
108,29,122.14,1,1
52,5,38.45,1,0
36,191,668.11,0,0
153,21,389.78,1,1
99,21,115.31,1,1
4,9,230.64999999999998,0,0
334,5,73.5,3,1
65,34,97.97,1,0
22,112,422.88,0,0
36,53,730.4,0,0
32,96,405.62,0,0
154,19,70.02,1,1
19,19,357.20000000000005,0,0
12,472,4183.39,0,0
54,7,165.04999999999998,1,0
25,121,559.51,0,0
4,127,2088.6,0,0
45,47,189.4,0,0
203,7,172.29000000000002,3,1
359,5,74.4,3,1
71,20,300.02,1,0
7,360,6784.1900000000005,0,0
288,19,363.65,3,1
10,3,170.16,0,0
23,19,306.46,0,0
22,46,2119.41,0,0
173,27,720.52,1,1
133,7,814.0,1,1
6,137,2392.83,0,0
75,10,318.0,1,0
40,37,396.33,0,0
289,1,101.69999999999999,3,1
26,470,2036.67,0,0
258,25,453.0,3,1
186,18,247.44,3,1
114,73,3877.5200000000004,1,1
374,13,489.6,3,1
23,142,2611.75,0,0
8,227,2633.0099999999998,0,0
217,29,336.13,3,1
45,127,3651.97,0,0
19,2,1231.5,0,0
36,17,343.45,0,0
26,73,703.37,0,0
16,1,90.47999999999999,0,0
330,29,689.95,3,1
274,7,101.34,3,1
98,2,4055.7199999999993,1,1
61,39,167.67000000000002,1,0
2,89,9068.26,0,0
93,36,2106.52,1,1
82,70,3017.3,1,0
313,21,580.0500000000001,3,1
12,213,911.15,0,0
8,108,2697.8,0,0
127,19,168.31,1,1
11,41,223.65,0,0
1,431,259657.3,2,0
37,38,754.64,0,0
38,18,113.48000000000002,0,0
330,39,430.7,3,1
254,17,271.0,3,1
2,444,8052.97,0,0
20,46,236.3,0,0
12,26,352.69,0,0
369,1,76.32000000000001,3,1
290,28,220.1,3,1
68,378,1418.03,0,0
26,74,320.72,0,0
11,1279,5653.82,0,0
368,30,181.12,3,1
214,17,111.15,3,1
149,32,673.1,1,1
8,364,1826.21,0,0
24,36,589.4399999999999,0,0
30,196,1142.99,0,0
61,56,206.82999999999998,1,0
19,47,348.73,0,0
243,14,112.55000000000001,3,1
15,70,1059.39,0,0
212,1,931.4999999999999,3,1
29,20,681.9100000000001,0,0
63,38,784.33,1,0
295,8,152.65,3,1
18,159,8438.34,0,0
157,15,1019.52,1,1
117,61,1000.16,1,1
8,43,2888.75,0,0
13,221,2861.55,0,0
141,10,160.35000000000002,1,1
46,7,179.33999999999997,1,0
51,16,612.0799999999999,1,0
32,37,566.58,0,0
135,38,653.35,1,1
3,21,399.19,0,0
75,25,371.62,1,0
13,140,734.94,0,0
9,34,453.4,0,0
301,23,530.15,3,1
57,39,638.0600000000001,1,0
15,80,1618.69,0,0
37,24,399.65000000000003,0,0
177,10,302.46000000000004,1,1
23,37,1384.8600000000001,0,0
176,131,1169.94,1,1
61,9,202.65,1,0
33,38,980.31,0,0
59,54,1231.31,1,0
15,189,7561.68,0,0
87,31,2106.84,1,0
7,1,104.0,0,0
358,30,476.35,3,1
31,74,1341.42,0,0
129,97,1590.81,1,1
9,90,1793.17,0,0
5,119,1843.75,0,0
24,44,382.8,0,0
227,37,632.07,3,1
15,1,49.8,0,0
249,17,304.25,3,1
15,71,2001.04,0,0
78,68,1090.24,1,0
192,15,284.46000000000004,3,1
262,7,207.79999999999998,3,1
72,45,957.97,1,0
165,16,243.76,1,1
82,7,973.8399999999999,1,0
95,141,689.13,1,1
4,159,5425.56,0,0
106,32,163.8,1,1
200,68,1396.99,3,1
157,19,160.42000000000002,1,1
71,200,1993.7,0,0
36,32,517.36,0,0
29,8,139.10000000000002,0,0
2,134,2621.38,0,0
26,42,600.07,0,0
326,43,248.42,3,1
237,15,232.48000000000002,3,1
89,13,299.34000000000003,1,0
31,26,481.75,0,0
29,31,621.75,0,0
211,21,662.08,3,1
3,114,2069.77,0,0
227,2,305.28000000000003,3,1
22,64,1041.61,0,0
93,19,443.0,1,1
5,272,6484.54,0,0
264,10,158.95000000000002,3,1
3,271,5509.12,0,0
44,242,5228.05,0,0
218,5,93.75,3,1
57,30,779.9,1,0
12,164,7276.900000000001,0,0
9,86,2810.2000000000003,0,0
192,124,2083.27,3,1
82,37,592.97,1,0
326,1,440.0,3,1
72,104,1796.48,1,0
30,49,882.24,0,0
3,61,987.1,0,0
219,88,1561.6100000000001,3,1
46,6,422.58,1,0
10,104,2073.09,0,0
72,78,2232.4900000000002,1,0
7,175,2567.06,0,0
24,4,596.1,0,0
123,47,804.02,1,1
17,8,95.34,0,0
310,21,349.27,3,1
87,16,4314.72,1,0
51,98,526.67,0,0
89,6,103.3,1,0
39,118,2337.63,0,0
25,42,2338.6000000000004,0,0
173,134,2643.2000000000003,1,1
43,21,324.24,1,0
140,13,149.48,1,1
26,61,1213.1599999999999,0,0
72,46,801.51,1,0
134,1,25.5,1,1
366,7,168.6,3,1
38,11,283.15,1,0
3,166,3078.58,0,0
2,3,204.0,0,0
30,11,175.92,0,0
44,14,335.86,1,0
58,8,110.38,1,0
74,9,173.9,1,0
278,10,180.60000000000002,3,1
181,7,80.82,1,1
8,12,178.05,0,0
4,756,2094.88,0,0
43,70,1837.28,0,0
